answer,label
"Работа мне здесь нравилась, хороший соц.пакет, надежный работадатель. После перевода в другой кабинет стало гораздо приятнее работать. Но высокий уровень стресса из-за невероятного количества работы мешает нормально жить",2
"Я благодарна за то, что работала в компании. Спасибо!!!",1
Начинающим специалистам и студентам данная работа подойдет. ,1
"Опыта работы внутри отрасли иного у меня нет, в АО ""ГНЦ РФ ТРИНИТИ"" категоричное нет.",2
"Стабильная, развивающая компания, много обучающих программ",1
"Действительно много бюрократии. Она нужна, чтобы обеспечивать прозрачность деятельности, но ее очень много. Рекомендовать компанию как работодателя готова только тем, кто может уживаться с документами. :) ",0
молодые специалисты могут получить хороший опыт и многообразие рабочих процессов,1
Каждому свое.,0
"Компанию да, Атомтехэнерго нет.",1
"Да, если не быть в прямом подчинении директора.",1
"В компании хорошие зарплаты, удобный офис рядом с метро (если рабочее место с окном), хороший выбор общественного питания вблизи офиса.",1
"Скорее нет, чем да. Вопрос в том, куда человек будет планировать трудоустраиваться. ",0
"Только в качестве места досидеть до пенсии, работать на пенсии. Вовремя платят зарплату. Не плохой коллектив, приятный в общении.",0
"инженерам да, ИТшникам нет.",1
"Когда есть гордость за нашу атомную энергетику, когда на работе на первом месте - работа, возникает чувство, что ты недаром проработала почти 45 лет...",1
"Я буду рекомендовать только компанию, если сотрудник будет работать в центральных офисах. На участках заказчиках только на свой страх и риск ",0
возможно,0
Сейчас точно нет.,0
"По совокупности факторов компания неплохая. Рекомендовать я бы ее мог, но далеко не всем подойдет.",1
затрудняюсь ответить,0
Но не в мое подразделение. ,0
"Огромным плюсом компании, является коллектив, руководители и коллеги из смежных подразделений, которые всегда помогут в работе и не только. Если бы уровень оплаты за столь ответственную работу соответсвовал достойному вознаграждению, не приняла бы решение уволится.",2
"Систематические нарушения охраны труда. Температурно-влажностный режим не соответствует нормам которые обозначены в ТК РФ. Очень не хватает воздуха, это в совокупности с высокой температурой значительно снижает качество труда. Спец одежда выдаётся в недостаточном количестве, со слов главного инженера в год на одного человека выдаётся 24 пары носков, т.е. мы должны носить одну пару носков 9 смен? Вы сами то как часто меняете носки? Нательное бельё меняется не так часто как хотелось бы, персонал ходит в грязном и вонючем белье. Правила радиационной безопастности нарушены просто везде, персонал получает повышенные дозовые нагрузки, что скрывается руководителями. Отсутствует какая-либо культура труда, некомпетентные руководители не умеют планировать работы. Практически на каждой камере есть проблемы по механнике, никто их не пытается решать. Большая часть оборудования старое и изношенное, модернизации нет. Нет нормальной документации. Сотрудникам не выдают канцелярию. В ночные смены не организованно питание персонала, люди находятся без еды по 11 часов. Часто персонал СГП привлекают к выполнению непрофильных работ, что не соответствует должностной инструкции. Медосомотр инженеры АСУТП не проходят в полном объеме, ниразу за год работы меня не отправили на СИЧ и БФО, что очередной раз показало желание руководства сэкономить на людях.",2
"Абсолютное непонимание рынка и текущих цен. При данной кадровой политики в скором времени компанию ожидает полная деградация в области квалифицированных кадров. Останутся только те люди, которые приходят на работу чтобы попить кофе. На мои неоднократные предложения знакомым устроиться на рабочие должности, после ознакомления с окладами, встречал лишь улыбку от них. Главные создатели материальных ценностей получают меньше, чем продавец в Пятерочке. Начальник отдела на любые предложения об увеличении эффективности рабочих процессов отвечает лишь улыбкой. Для него эта должность - просто очередной трамплин вверх.",2
"Сам Росатом рекомендовал бы, но не АО ЗиО-Подольск",1
"Да, но карандашиком",1
"В АО ""РЭИН"" у меня сложился отличный дружный коллектив, поэтому могу порекомендовать. Отдельно хочу отметить моего непосредственного руководителя Титова А.Ю., его профессионализм и позитивный настрой в работе. К нему всегда можно было обратиться с любым вопросом и за советом.",1
Готов рекомендовать готовым работать в Гринатоме ,1
Стабильно развивающая компания с интересной программой стажировки. ,1
"Да но вам нужно пересмотреть некоторые вещи, например:

Площадки вне Росатома являются убыточными;

Хотелось бы больше разговаривать с руководителем, чтобы он меня слышал

Хотелось бы исключить ту работу за которую не оплатят нашей компании( выпущен ИЗМ 5 просят сделать по 3 ИЗМу, а потом переделать)

Руководитель на площадке очень часто не может ввести в курс и расставить приоритеты
И это лишь малый список, который мне было не лень описывать.",2
"Пожалуй, можно рекомендовать компанию людям предпенсионного возраста, так как есть хороший соц.пакет, стабильность и возможность не работать на некоторых участках. Также уровень заработной платы по рабочим направлениям подойдет человеку, у которого уже есть пенсия.
Карьерного роста практически нет.
Обучение, которое проводят Центры отрасли часто достаточно формальное и поверхностное, не практичное. Поэтому реально поднять свой профессиональный уровень сложно.
Молодые специалисты жалуются на отсутствие реальной загруженности и возможности приобрести опыт по профессии - отмечают нарастание процесса деградации и утраты знаний и умений.
Иногда молодой специалист ""выпрашивает"" работу, чтобы не ""сидеть"".
Не чувствуют жизни в работе и вовлеченности старожил.
Канцелярию и даже некоторую мебель сотрудники приобретают за свой счет, потому что по системе закупок их можно получить только на следующий год, если руководитель в заложит эти позиции в годовой план закупок.
Стабильность это пока главный козырь компании для новых людей, но, к сожалению, эта стабильность трансформируется в стагнацию, демотивацию и быстрый уход инициативных и высокопрофессиональных специалистов.",2
В целом к компании сложилось положительное отношение. Все замечания касаются скорее конкретной группы конкретного подразделения.,1
"АО ""Русатом Сервис"" лучшая компания в отрасли!  ",1
"все было чудесно, спасибо!",1
"Возможно да. Для тех кого устраивает такой медленный темп работы, для тех, кто уже имеет большой опыт и не заинтересован в развитии внутри компании. Для молодых специалистов заинтересованных в интенсивном развитии бы компанию не рекомендовала ",0
"Станция большая и работа здесь есть очень разная. Есть общие негативные тенденции, но и хорошего тоже много. Смотря что для кого ценнее.
Рекомендовать работу на станции мог бы, но с оговорками.
Станция, да и весь Росэнергоатом в целом, пока ещё остаётся хорошим местом для работы, но уже не таким хорошим, как даже несколько лет назад.  ",1
"Пока нет, необходима работа с атмосферой внутри коллектива. На предприятии наблюдается высокая текучесть кадров.
Предприятие замечательное с очень интересным направлением деятельности, значимость вклада в развитие северного морского пути трудно переоценить.
Методологическая и техническая поддержки в корпорации на высоком уровне. Коллеги ОЦО АО Гринатом профессионалы своего дела, с ними приятно работать. Все вместе мы внести большой вклад в развитие предприятия, переведя бухгалтерский учет в 1С ERP 2.0 Цифровой Росатом и подключив учет ко всем передовым процессам отрасли.",1
"Компания занимается интересными проектами, однако, по моему мнению, есть проблемы с организацией труда.",2
"ЦПиРУГ точно не буду рекомендовать, где так и не сумели выстроить процессы и очень часто меняется руководство, от этих смен/перемен становилось только хуже и хаос поглотил всё ",2
"Не порекомендовал не из-за каких то обид, или маленькой зп, или плохого климата в коллективе - тут все прекрасно. Сама работа в плане организации и учета в информационных системах рабочего времени (в моем услучае в 5х - СУ ИТ, КАТС, ИСРП который 1с, опенпроджект и эксель как вишенка на торте!) не способствует дисциплине, а тренирует навыки расрошить размазать задачи так чтоб их было в них много, а по факту быть на расслабоне 80% времени. Зато те, кто загружен так что некогда расписывать, испытывают стресс и чувство вины что не загрузили данные во все 5 ИС.",2
"Да, конечно.
",1
"Богатый соцпакет. В целом, человекоориентированная позиция службы по персоналу: чувствуется стремление помочь работникам и в отношениях, и в поступках. Человечные отношения в коллективе. Стабильная выплата премий. Возможность обучаться и развиваться за счет работодателя.",1
ГСПИ рекомендовать не буду,2
"Работа очень интересная, уникальный опыт в проектировании, прекрасный коллектив БКП-2 ",1
"Да, порекомендую, всё остальное меня вполне устраивало",1
Компания предоставляет хорошие возможности для расширения своих знаний и компетенций,1
перевод внутри организации в другой отдел,0
"отличный коллектив, но критическая нехватка кадров, только обещания пополнить коллектив",2
"Отличная компания, отличный коллектив!",1
Компания готова платить конкурентные зарплаты.,1
незнакомым людям,0
Зависит от профессиональной сферы.,0
Низкий уровень зарплат(в моем городе) не позволяет рекомендовать компанию ,2
"Это действительно хорошая компания, у Гринатома огромный потенциал. Искренни хочется его развития и стремления брать и реализовывать амбициозные задачи с достижением высоких целей.",1
"Не знаю. Не корректный вопрос. Кому-то это может подойти, многих вполне могут устроить условия, для вполне ДА. Но для людей моего склада НЕТ. Это только личное, Компания хорошая.",0
"Хороший коллектив, много интересных активностей, в т.ч. спорт, волонтерство, соц.пакет",1
"В целом да, но есть моменты, которые хотелось бы поправить, чтобы с гордостью можно было рекомендовать компанию",1
уровень ЗП в настоящее время не конкурентоспособный,2
"К сожалению на данный момент нет. Ранее был рад рекомендовать, но в последнее время слишком много ""навалено"" объема работы. Уровень стресса высокий. Это не касается всей компании, а только сбытовой части.",2
"Всегда рекомендую. Надеюсь, что и второго моего племянника после окончания университета примут на работу в наш филиал. Пока он на стажировке два месяца должен отработать. Коллеги, насколько я знаю, им довольны. И самому нравится работа, и отношение коллег.",1
Из-за низкой зарплаты,2
"С каждым годом в компании все больше становится ""неквалифицированных недоспециалистов с двумя и более заочными высшими образованиями"", которые только и занимаются ПСР, контролем качества, проверками. Они не хотят учиться, изучать технологию. А зачем? Они приходят в цеха, проверяют наличие подписей, забирают талоны и отчитываются перед руководством о прекрасно проделанной работе. Никакой помощи от них нет, они просто мешают работать. Их становится все больше, а грамотных специалистов-все меньше.",2
"Работать в Госкорпорации ""Росатом"" было замечательно. Работать в АО ""Концерн Росэнергоатом"" с каждым годом становится хуже.",2
"АО ""Проминн"" - да. АО ""ТВЭЛ"" - нет.",1
"Отвратительные взаимодействия между начальником и подчиненным. На мои комментарии к работе мое руководство ответило так ""Если тебя что-то не устраивает, увольняйся, уходи к частнику и переезжай за границу"", а начальство высказалось так ""Вы все лишь маленькие винтики этой большой системы, которые поменяют и даже не заметят "". Меня не устраивает такое отношение к себе и к своей работе. Ни руководство, ни непосредственный руководитель не понимают чем занимается их персонал, т.к. позиция филиала ""хоть как закрыть численную ячейку по персоналу"", в следствии имеем некомпетентных работников, которые незаитересованны в работе. Но при этом людей с профильным образованием считают никем. Прошу обратить внимание на образование сотрудников, начальники без высшего образования управляют целым отделом, их родственники занимают инженерские должности без намека о высшем образовании. Качество руководства начальников оставляет желать лучшего, никто не понимает как нужно управлять людьми для комфортной работы, при этом имея наглость скидывать свою бумажную работу на сотрудников своего отдела и говорить, что они бедные несчастные зашиваются и ничего не успевают.
Меня не устраивает, что такие сотрудники, как Суворова Е.Г. Начальник ПТО имеет право в рабочие часы брать служебный автомобиль и ездить по магазинам выбирать себе кафельную плитку домой, в то время, когда сотрудники постоянно спорят насчет единственного автомобиля в филиале и не могут выполнить свои обязанности вне территории станции. Я считаю ненормальным, что из-за работы сотрудниц ПТО отдела страдают другие люди. Получают протоколы и другие дисциплинарные наказания из-за того, что кто-то пил чай и забыл внести в списки на проход в здание.
Меня не устраивают такие сотрудники, как Сенченков В.В. Зам по связи. Человек, который так и не вырос из электромонтера, но стал якобы большой шишкой. Человек, который делает все ради заказчика и не заботится о своих сотрудниках, потому что так якобы устроено тут с постройки станции.
Неумение руководства говорить иногда заказчику нет, отрицательно сказывается на состоянии коллектива и желании работать в такой компании. Здесь работают люди, которые забыли, что мы уже давно не в советском союзе живем и большая часть этих людей управляет молодым поколением. В следствии чего мы получаем увольнения молодых сотрудников в каком-то массовом масштабе.
Устроили какой-то огромный комок кумовства, живут и радуются. Отвратительное ощущение после всего этого! ",2
"Компания работодатель - крупная, надежная.",1
"Да, но только конкретные подразделения, а не компанию в целом.",1
"Никому из знакомых не порекомендую АО ""НПО ""КИС"" ",2
Не уверен. Смотря для какой сферы деятельности.,0
"Прекрасный коллектив, высококвалифицированные сотрудники, приятно общаться, но токсичное руководство. Руководству компании стоит больше уделять этому внимание.",1
"Чтобы устроиться в Квант новому сотруднику придется подождать пол года, пока пройдут все согласования и проверки. Кто согласится ждать столько времени?",2
Ещё два года назад был готов рекомендовать. Сейчас - категорически нет.,2
Могу порекомендовать только как первую работу после института молодым студентам.,1
"На данный момент с действующими ограничениями(телефон нельзя, воду пронести нельзя, еду нельзя) и низким уровнем денежного вознаграждения за трудовую деятельность на заводе я не готов рекомендовать компанию как работодателя.",2
"Скорее да, чем нет. Всё индивидуально.",1
"Не знаю. Возможно, в других подразделениях все по другому.",0
"Всех благодарю за совместную работу, помощь, приобретенный опыт!
Успехов и процветания!",1
Считаю атомную отрасль перспективной.,1
"К сожалению, я не могу рекомендовать компанию как работодателя. Основные причины: 1) Неудовлетворительная заработная плата инженерно-технического состава работающего в производственных подразделениях. 2) На предприятии отсутствую надлежащие санитарные условия. 3) В компании отсутствуют возможности для профессионального развития и продвижения по карьерной лестнице (многие молодые сотрудники обладают большими профессиональными навыками как и образованием в машиностроительной области). ",2
При возможности буду рекомендовать работу в Гринатом,1
Конечно,1
сложно ответить на данный момент,0
Не знаю,0
Но не в СО БКП-4.,1
"свою работу любила, проработала с 14.03.1988",1
"При условии решения вопроса по достойной зарплате (не по средней в отрасли на предприятии, а конкретно по срезу специальностей), хотя бы по уровню области по аналогичным специальностям",1
Но на сегодняшний день я бы рекомендовал с осторожностью.,1
только отдельных руководителей,1
"Компании в структуре Росатома отличаются прекрасными условиями труда, интересной работой, возможностями для роста и развития.",1
"Нет, так как тут не выстроен также процесс увольнения. Сталкиваешься с проблемами: к кому обратиться чтобы уволиться, когда мне пришлют обходной лист и что вообще нужно делать в последний рабочий день, а также полностью не понятен процесс сдачи корп. техники. Охрана просит на входе бумагу о вносе техники, но увы никто не знает где ее нужно сделать...",2
С текущем уровнем заработных плат - нет,2
"Готова рекомендовать только тем, кто профессионально связан с инженерной деятельностью и атомной энергетикой",1
"Все зависит от подразделения, куда попадешь. Хорошая школа жизни",0
"Широкие возможности для самостоятельного профессионального роста, компетентные ИТР цеха автоматизации и электроцеха. Подходит для начального накопления опыта.",1
Для начинающих трудовую деятельность - однозначно да. Для опытных специалистов - зависит от направления деятельности,1
"Вышеперечисленные факторы существенно снижают желание работать в компании, но с другой стороны, компания имеет хороший социальный пакет, достойный уровень зарплаты, стабильность.",1
"Однозначно ДА. Здесь хороший соцпакет, есть ощущение стабильности, вполне рыночная з/п, хотя на деле для семьи из 5-ти человек этого зароботка уже реально мало.
",1
"Готова рекомендовать, но предупреждая об условиях работы.",1
"Я всегда рекомендовала и буду рекомендовать Гринатом, как работодателя.",1
"Компания хорошая,но руководство нет",2
"Компания дала мне хорошую возможность для старта и развития в профессиональном плане, поэтому я несомненно буду рекомендовать её, как достойного работодателя.",1
"АО ""Гринатом"" и отрасль в целом прекрасные места для получения ценного опыта",1
Надеюсь на долгую и плодотворную работу в компании,1
"Да, компания стабильная, лояльная.",1
"Да, но не в эту группу проектирования и не на среднесрочном горизонте",1
"Компания АО Гринатом одна из самых лучше в России, здесь я проработал 8 лет. Сменил два департамента и нескольких руководителей. Спасибо Вас за стабильность. Мне грустно уходить, оставлять коллег, ухожу с хорошими воспоминаниями.",1
"""Нет"" в ближайшие год-два",2
"Мне понравилась корпоративная структура компании и устройство проектного подхода к строительству станций АЭС. Достаточно слаженная работа! Возможно, мне не хватает тут динамичности.",1
Как работодатель Гринатом - ок.,1
"Все зависит от функционала и подразделения (50/50), не каждому может подойти не нормированный рабочий график",0
"Компанию да, подразделение - нет.",1
"Здесь нужен третий вариант ответа ""затрудняюсь ответить"", так как я могу судить только по своему опыту, но это не значит что во всех проектных командах/департаментах и т.д так же. Поэтому выбираю свой вариант ответа, так как мой опыт довольно спорный. ",0
"на сегодняшний день не рекомендую, т.к. что твориться это не только рушит имидж компании, но и ТК, и ГК",2
Конечно буду рекомендовать.,1
если есть хорошие знакомые в руководстве,1
Но не компанию АО НИИП.,2
"Это лучший коллектив в котором я работал, и лучшая работа (объёмы которые я выполнял)",1
"Готов рекомендовать, как сервисную организацию - единого поставщика.",1
Если вы хотите жить на работе и не видеть свою семью добро пожаловать в Управление поставок.,2
"Однозначно! Стабильно, надежно и престижно работать в Госкорпорации ""Росатом"" ",1
"Уважаемые коллеги! Я очень хотела работать в структуре Росатома и моя мечта сбылась! Но, к сожалению, без помощи наставников, понять внутренние процессы очень проблематично. Мне очень жаль, что я вынуждена покинуть Компанию. У меня здесь прекрасный Руководитель Трусов Сергей Борисович, таких мало, ему большое человеческое спасибо, что дал мне этот шанс. С болью в сердце покидаю Компанию. Спасибо за все! С уважением, Светлана Попова.",1
"Не в коем случае, не кому и не когда не рекомендую.",2
затрудняюсь ответить,0
"Пока будет такая нездоровая атмосфера в кадрах, рекомендовать нечего, вся атмосфера заменена на какую-то имитацию бурной деятельности с блокированием процессов. Уволилось много хороших профессионалов и планируют увольнения ещё ряд замечательных специалистов, даже тех, кто довольно давно работает в отрасли.",2
"Только для опытных сотрудников, для новичков тут очень медленный рост ",1
"Да, но исключительно для людей с опытом из государственной сферы",1
Стабильность,1
"Работа в АО ""Гринатом"" существенно зависит от территориальной площадки нахождения рабочего места.",0
Как место со стабильной з/п - да,1
"Особое унижение испытывает увольняющийся сотрудник в момент сбора подписей на обходном листе. Зачем там столько начальников управлений, которые вечно заняты и в силу своей занятости не очень корректно общаются и предлагают приходить через день, через три часа или вообще не отвечают ни на какие каналы связи? Предложение - облегчить количество подписантов и их уровень. Кроме всего прочего обходной лист может быть электронным, запускаться через ЕОСДО с обязательно-установленным минимальным лимитом времени на согласование. Не согласовал кто-то - согласовано автоматически. Ибо - наличие такого обходного листа не установлено законодательно и не должно обременять увольняющегося сотрудника и/или каких-то руководителей компании.",2
"Росатом очень хороший работодатель, но к сожалению очень забюрократизирован. Обилие работы связанной с отчетами, отчетами на отчеты, невозможность произвести закупки в срок, срывы поставок, ввод на аутсосрсинг не гарантирует что работу не придется выполнять. ",2
"Отличная компания, но руководство на местах так себе...",2
Затрудняюсь ответить ,0
Затрудняюсь ответить,0
"Компания хорошая, но много бюрократии и создания видимости активно",1
"Компания хорошая, работа интересная, если с руководителем повезёт и не будут ""ставить палки в колёса"" ",1
обязательно,0
" Больше всего меня достало то что руководство (это не касается моего начальника главного сварщика) не выполняет свои обещания, а также непосредственно вредит.
Я пытался на протяжении 3 лет получить повышение, но резался на уровне согласования, хотя мне известно, что мой предыдущий начальник за меня хлопотал. Мне говорили, что я еще недостаточно проработал (с начала говорили надо отработать 2 года, потом 3 в итоге 4 и ни хрена!!!), нет точных критериев как получить повышение (я вхожу в «Совет Молодых Специалистов» завода, а также находился в программе STEAM).
В этом году я пытался получить повышение опять. Был негласным приемником на должность руководителя направления по «Общей Технике», также пытался попасть на формировавшуюся должность в Отдел Обучения на руководителя проекта. Для последней должности я выполнил задание, которое продемонстрировало уровень моей компетентности в получении данного проекта, руководитель Отдела Обучения даже переговорил с моим начальником (Главным сварщиком), где он меня отпускал для моего повышения (подтверждено им лично в личной беседе, а также со стороны, к нему претензий нет). Но в момент согласования Руководителем Отдела Обучения моя кандидатура была отметина, возможно от того что не захотели мне плотить. «Кто не хочет плотить своим солдатам, тот будет плотить чужим, а они дороже». Так и у нас мы уберем человека способного выполнить задачу, и поставим того, кто возможно справится. Итог человек уволился, деньги потрачены, время вышло, задача не выполнена (Сука Гениально!!! Нахрена мы ставим людей неспособных выполнять задачи во главу их управления мне не понятно? Гениальный управленческий ход!!!). В итоге я не стал Руководителем проекта и руководителем направления (Шикарно!!!).
И тогда я начал искать вакансии вне завода, в том числе и в контуре Росатома. И тут я узнал после отказов и не рассмотрения резюме. Что наш завод в связи с огромной и неконтролируемой текучкой кадров пошел на сговор с некоторыми предприятиями (в структуре Росатом а также мне известно и с Концерном Калашникова) работников с ЗиО-Подольск не брать. Таким образом у нас борется с недостатком кадров и сокращают должности в отделах. В итоге оставшиеся работают за себя и за тех ребят. Крепостное право в России отменили в 1861 году а на ЗиО-Подольск его восстановили (Феодализм Счастье Заебись!!!).
Поэтому я ухожу работать туда, где не достали щупальца преступного сговора. Моему начальнику будет очень тяжело, поскольку людей некомплект так еще и уходят ключевые специалисты (я не первый в этом году) и он будет затыкать дыры чем есть. Глядя на него вижу льва в клетке силы есть, а возможностей нет. Предрекаю проблемы теперь и в направлении Общей Техники поскольку работаем на полностью изношенном оборудовании которое по срокам выработало все, ушло много ключевых работников, а кто остался просто замучены.
«Ошибаться можно! Врать нельзя!» вот что сейчас надо нашему заводу и стране!!!
",2
"В целом Да, но учитывая комментарии из п.1",1
Низкий уровень заработной платы,2
-,0
В зависимости от подразделения,0
"Безусловно, да.",1
"Да, без колебаний.",1
"Однозначно, да!",1
"Да, без сомнений.",1
Абсолютно да.,1
"Конечно, да.",1
"Да, это отличное место для работы.",1
"Да, я бы рекомендовал(а) эту компанию своим друзьям и коллегам.",1
"Да, у меня остались только положительные впечатления от работы здесь.",1
"Да, компания создаёт отличную атмосферу и заботится о своих сотрудниках.",1
"Да, я бы с радостью вернулся(а) сюда работать.",1
"Да, компания предоставляет возможности для профессионального роста и развития.",1
"Да, это компания, в которой приятно работать.",1
"Да, здесь работают замечательные люди и отличные условия труда.",1
"Да, руководство всегда идёт навстречу своим сотрудникам.",1
"Да, здесь ценят инициативу и творчество.",1
"Да, я был(а) доволен(а) работой здесь.",1
"Да, у компании отличная репутация на рынке.",1
"Да, я получил(а) много полезных навыков и опыта, работая в этой компании.",1
"Да, компания предлагает справедливое вознаграждение за труд.",1
"Да, я бы с удовольствием работал(а) в этой компании и дальше.",1
"Да, компания очень дружелюбна и лояльна к своим сотрудникам.",1
"Да, у меня нет никаких претензий к этой компании.",1
"Да, компания инвестирует в развитие своих сотрудников.",1
"Да, компания создает возможности для баланса между работой и личной жизнью.",1
"Да, мне было приятно работать в команде.",1
"Да, я получал(а) удовольствие от своей работы.",1
"Да, компания поддерживает инновации.",1
"Да, работа в этой компании дала мне уверенность в своих силах.",1
"Да, я с теплотой вспоминаю время, проведенное в этой компании.",1
"Да, я благодарен(а) этой компании за возможность работать здесь.",1
"Да, я бы с радостью вернулся(а) на прежнее место работы.",1
"Да, компания предоставляет своим сотрудникам комфортные условия труда.",1
"Да, я с уверенностью могу сказать, что работа в этой компании положительно повлияла на мою карьеру.",1
"Да, я считаю, что эта компания обладает сильным потенциалом для дальнейшего развития.",1
"Да, я бы рекомендовал(а) эту компанию своим друзьям и знакомым, которые ищут работу.",1
"Да, я уверен(а), что эта компания предлагает своим сотрудникам яркое будущее.",1
"Да, работа в этой компании дала мне возможность проявить свой потенциал.",1
"Да, я с удовольствием вспоминаю время, проведенное в этой компании.",1
"Да, работа в этой компании дала мне ценный опыт, который я буду использовать в своей дальнейшей карьере.",1
"Да, я считаю, что работа в этой компании была для меня ценным опытом.",1
"Да, работа в этой компании помогла мне раскрыть свой творческий потенциал.",1
"Да, работа в этой компании дала мне возможность научиться работать в команде.",1
"Да, компания предоставляет своим сотрудникам возможность для обучения и профессионального роста.",1
"Да, у меня есть только позитивные воспоминания о работе в этой компании.",1
"Да, компания уделяет внимание социальным аспектам своей работы.",1
"Да, я чувствовал(а) себя ценным членом коллектива.",1
"Да, компания способствует развитию своих сотрудников.",1
"Да, компания стремится к созданию комфортного и безопасного рабочего места для своих сотрудников.",1
"Да, работа в этой компании помогла мне получить новые знания и навыки.",1
"Да, компания всегда старается идти в ногу со временем.",1
"Да, у компании отличная команда.",1
"Да, мне понравилась корпоративная культура компании.",1
"Да, работа в этой компании стала для меня ценным опытом.",1
"Да, компания заинтересована в развитии своих сотрудников.",1
"Да, работа в этой компании научила меня многому.",1
"Да, компания уделяет внимание экологической ответственности.",1
"Да, работа в этой компании дала мне возможность реализовать свои амбиции.",1
"Да, компания обеспечивает своих сотрудников всем необходимым для комфортной работы.",1
"Да, я рад(а) , что работал(а) в этой компании.",1
"Да, я с уверенностью могу сказать, что эта компания – одно из лучших мест, где я когда-либо работал(а).",1
"Да, компания предлагает конкурентную заработную плату.",1
"Да, компания заинтересована в том, чтобы сделать работу своих сотрудников максимально комфортной.",1
"Да, работа в этой компании дала мне возможность повысить уровень своих компетенций.",1
"Да, у компании хороший имидж.",1
"Да, компания заботится о здоровье и благополучии своих сотрудников.",1
"Да, я бы порекомендовал(а) эту компанию как место работы другим людям.",1
"Да, компания предлагает гибкие условия работы.",1
